"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Barleria gidoleensis","Barleria","gidoleensis","Acanthaceae","correct","T",0,1,"EN","T",1,"confident",1700,2,1927,12,0,"absent","absent","absent","absent",0.195405980740407,0.632693469050491,0.0303055336422945,0,0.141595016566808,0.0305399303835383,0.0953516805729761,0.601336952793551,0.239773588374699,0.0329978478752361,0.000667005692504198,0.00372069726305671,0.072129210445427,0.141118960341176,0.185652996643555,0.221868857576184,0.191238512587874,0.138940014152372,0.0320894067068891,0.0125743385909608,0.0765169134009879,0.217635873742164,43.8976081352959,3.46410161513775,0.17408484610182,"threatened",0.748127198,0.677987069,0.817762594
"Barleria longissima","Barleria","longissima","Acanthaceae","correct","T",0,1,"EN","T",1,"low_confidence",1800,1,8,8,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.82842712474619,2.82842712474619,0.148999812973919,"threatened",0.460704422,0.389972639,0.531571013
"Barleria negeleensis","Barleria","negeleensis","Acanthaceae","correct","T",0,1,"EN","T",1,"confident",1550,2,2117,16,1,"present","absent","absent","absent",0.139760523597119,0.70026007144642,0.0108751546021508,0,0.149104250354311,0.0167480278460154,0.047709542960037,0.685659423202834,0.222302134542417,0.0275808714486969,0.000253437127640894,0.00215006932646382,0.104897135844853,0.204042376477689,0.231026588777752,0.199529505283849,0.154394028334909,0.0771759197647446,0.0185730023230295,0.00795793673906912,0.107300642298957,0.311343018776646,46.0108682813094,4,0.104284009331013,"threatened",0.748127198,0.677987069,0.817762594
"Berkheya chiesiana","Berkheya","chiesiana","Asteraceae","over","T",2,0,"LC","NT",0,"confident",1650,7,81877,56,0,"absent","absent","absent","absent",0.232517184518313,0.546645085164452,0.00404441539495567,0.00115073171729794,0.215642583204982,0.0212259314217928,0.0673608072211092,0.533698571026414,0.266747397541454,0.11096729278923,0.00129104823993998,0.00648376149253234,0.0402715551874325,0.163163043168448,0.169378580961596,0.188814753425835,0.157831086034601,0.167043074232191,0.0850941965599598,0.0206289006974649,0.0480463649199048,0.211209408088353,286.141573351374,7.48331477354788,0.0635957183696801,"over",0.567249641,0.494680389,0.63691669
"Bidens ghedoensis","Bidens","ghedoensis","Asteraceae","over","T",2,0,"LC","NT",0,"confident",1990,6,96283,104,1,"present","absent","absent","present",0.279103415695837,0.428228511501565,0.0117202511905494,0.00184466909107936,0.279103152520969,0.0350244103490375,0.110827322557133,0.458910516992897,0.27925654063112,0.115981209469812,0.0021762675721995,0.0105498846323079,0.0577210619756901,0.108365051509319,0.126707411228716,0.193138982406662,0.167449303182996,0.204494371088888,0.102338574530566,0.0270590918726557,0.0704472141801974,0.178812265689517,310.295020907523,10.1980390271856,0.108260108953157,"over",0.741344292,0.684678701,0.792313375
"Bidens mesfinii","Bidens","mesfinii","Asteraceae","correct","T",0,1,"CR","T",1,"confident",2250,1,4,4,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.741344292,0.684678701,0.792313375
"Bidens pachyloma","Bidens","pachyloma","Asteraceae","over","T",2,0,"LC","NT",0,"confident",2750,11,210810,20,1,"present","present","absent","absent",0.255029943203064,0.415716269568873,0.00706029980481608,0,0.322193487423247,0.030035147839818,0.0826214774520509,0.440767150852959,0.304539655710144,0.142036568145028,0.000146686991564321,0.000818252241682459,0.0568453665011398,0.107184226070308,0.131764653369709,0.191216540117966,0.17735806531919,0.218210567144011,0.0959549698718029,0.0205006723726271,0.0578103057343866,0.164994531804694,459.140501371857,4.47213595499958,0.0840255901783265,"over",0.730183994,0.673610985,0.789567911
"Bidens zavattarii","Bidens","zavattarii","Asteraceae","correct","T",0,1,"VU","T",1,"confident",2000,1,19415,56,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,139.337719229217,7.48331477354788,0.148999812973919,"threatened",0.655738234,0.597922816,0.718609173
"Blepharis gypsophila","Blepharis","gypsophila","Acanthaceae","correct","T",0,1,"VU","T",1,"confident",300,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.748127198,0.677987069,0.817762594
"Boswellia ogadensis","Boswellia","ogadensis","Burseraceae","correct","T",0,1,"CR","T",1,"confident",350,1,583,20,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,24.1453929352993,4.47213595499958,0,"threatened",0.660599206,0.5707737,0.73592273
"Boswellia pirottae","Boswellia","pirottae","Burseraceae","correct","T",0,1,"VU","T",1,"low_confidence",1500,6,155668,80,0,"absent","absent","absent","absent",0.31778559781566,0.261520675716018,0,0,0.420693726468322,0.0391749719276678,0.096230445114437,0.291396086429734,0.347179179295604,0.226019317232557,0,2.92713710691087e-09,0.0331687930151762,0.0669478146057344,0.0801647852809192,0.179272345030262,0.168721561769766,0.29256425349403,0.14817926504914,0.030981178827835,0.0331687959423133,0.100116610548048,394.547842472874,8.94427190999916,0,"threatened",0.494136511,0.403083576,0.578796682
"Brillantaisia grottanellii","Brillantaisia","grottanellii","Acanthaceae","over","T",2,0,"LC","NT",0,"confident",1750,7,181854,104,1,"present","present","absent","present",0.275006027134767,0.453656407853561,0.0102602345674544,0.00161487473827085,0.259462455705947,0.034712684272392,0.0987003059166534,0.441200345029047,0.294221588044528,0.13116507673738,0.00190537255048403,0.00923667013494034,0.0652459754000856,0.117103763231943,0.134924542701288,0.21256678710016,0.171279730177264,0.2085709003941,0.0683269745252617,0.0108392837844741,0.0763880180855099,0.193491781317452,426.44343118402,10.1980390271856,0.10129281597159,"over",0.64535857,0.582287812,0.704359954
"Callitriche favargera","Callitriche","favargera","Plantaginaceae","correct","T",0,1,"VU","T",1,"confident",4025,2,7076,20,1,"present","present","absent","absent",0.1322579189178,0.614317890159572,0,0,0.253424190922628,0.00905762645471215,0.0328707537739947,0.643961036343992,0.247724119403266,0.0663864640240347,0,0,0.114406572258226,0.197723741993452,0.216520220874528,0.180237020597458,0.137165847101696,0.0972306186106546,0.0496903592201863,0.00702561934379801,0.114406572258226,0.312130314251679,84.1189633792524,4.47213595499958,0,"threatened",0.692481656,0.6191059,0.765688795
"Callitriche hedbergiorum","Callitriche","hedbergiorum","Plantaginaceae","correct","T",0,1,"VU","T",1,"confident",3800,1,4,4,1,"present","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.692481656,0.6191059,0.765688795
"Caralluma wilhelmii","Caralluma","wilhelmii","Apocynaceae","correct","T",0,1,"CR","T",1,"confident",523.5,1,8,8,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2.82842712474619,2.82842712474619,0,"threatened",0.721238881,0.650122986,0.791702663
"Carduus macracanthus","Carduus","macracanthus","Asteraceae","over","T",2,0,"LC","NT",0,"confident",3975,4,12629,56,1,"present","present","absent","absent",0.188278382157854,0.496482109661243,0.00109095228529001,0,0.314148555895613,0.0220357819007783,0.0522016548985642,0.511751194644982,0.28765423687332,0.126357131682355,0,0,0.0751122395147778,0.126961279790781,0.157250366161111,0.203971268094545,0.182871154564606,0.19269145607548,0.054257901495321,0.00688433430337722,0.0751122395147778,0.202073519305559,112.378823627942,7.48331477354788,0.0330295668347317,"over",0.661791544,0.571570075,0.754126692
"Carum piovanii","Carum","piovanii","Apiaceae","correct","T",0,1,"EN","T",1,"confident",2450,2,3236,48,1,"present","absent","absent","absent",0.282988291654412,0.092436822439179,0,0,0.624574885906409,0.0487864029086063,0.113196178074576,0.252414996734506,0.329049648219989,0.256552774062322,0,0,5.66324076844268e-06,0.00479904325731748,0.0239384788614137,0.134332777742865,0.169488676582751,0.342487778103212,0.251115694795078,0.0738318874165939,5.66324076844268e-06,0.00480470649808592,56.8858506133116,6.92820323027551,0,"threatened",NA,NA,NA
"Cenchrus thulinii","Cenchrus","thulinii","Poaceae","correct","T",0,1,"CR","T",1,"confident",2200,1,4,4,1,"present","present","absent","absent",0.262889420179687,0.0647477702147382,0,0,0.672362809605575,0.02225486934321,0.0978441763067533,0.305229004142278,0.305217232577493,0.269454717630266,0,0,0,1.34785176763841e-05,0.0396885617496987,0.137623713997745,0.181188857549774,0.347942632275127,0.252382960939609,0.04115979497037,0,1.34785176763841e-05,2,2,0,"threatened",0.661441516,0.591895243,0.738977336
"Ceropegia burgeri","Ceropegia","burgeri","Apocynaceae","under","NT",1,0,"EN","T",1,"confident",1350,2,39056,218,1,"present","absent","absent","present",0.139053606392615,0.788805424551384,0.00817508437807198,0,0.0639658846779293,0.00868516710388517,0.0308475821571884,0.692821240873553,0.236566539149705,0.0310794707156689,0.000166899820985094,0.000245833102386659,0.0166980855785641,0.228878051441411,0.236657580806738,0.220061774010709,0.172545607537813,0.0991179774551999,0.0222895173394251,0.00333867290676706,0.0171108185019359,0.245988869943347,197.62590923257,14.7648230602334,0.0904161732107259,"under",NA,NA,NA
"Ceropegia ellenbeckii","Ceropegia","ellenbeckii","Apocynaceae","correct","T",0,1,"CR","T",1,"confident",2450,1,8,8,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2.82842712474619,2.82842712474619,0,"threatened",0.539801415,0.468031109,0.61896799
"Ceropegia gypsophila","Ceropegia","gypsophila","Apocynaceae","correct","T",0,1,"CR","T",1,"confident",550,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.721238881,0.650122986,0.791702663
"Ceropegia inflata","Ceropegia","inflata","Apocynaceae","correct","T",0,1,"EN","T",1,"confident",1275,2,8,8,0,"absent","absent","absent","absent",0.35865333160735,0.24912172726428,0.00286196986106905,0,0.389362971267301,0.0117789456139621,0.0605151228889078,0.305008069369089,0.392042722098828,0.230655140029214,0,1.09524533859801e-08,0.0424381027801612,0.0707513243172467,0.0906835032159246,0.154924631474509,0.20684621629724,0.290074232787707,0.125764403143877,0.0185175750308817,0.0424381137326146,0.113189438049861,2.82842712474619,2.82842712474619,0.0534973818150856,"threatened",0.611448728,0.541178401,0.692833191
"Ceropegia kaariyei","Ceropegia","kaariyei","Apocynaceae","correct","T",0,1,"CR","T",1,"confident",570,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.721238881,0.650122986,0.791702663
"Ceropegia loranthiflora","Ceropegia","loranthiflora","Apocynaceae","correct","T",0,1,"VU","T",1,"low_confidence",2000,3,13101,12,0,"absent","absent","absent","absent",0.294398736989983,0.308186828947047,0.0016336646105734,0,0.395780769452396,0.0275905786994367,0.0649412415887565,0.295337898952644,0.361905544956605,0.250224735802558,0,6.25044871030124e-09,0.0392330125660876,0.0607496444740854,0.0849866544082027,0.191792376090262,0.196540383468825,0.308166569128229,0.104338508990917,0.0141928446229418,0.0392330188165363,0.0999826632906217,114.459599859514,3.46410161513775,0.040418617128415,"threatened",0.44062373,0.3715173,0.521305477
"Ceropegia marronina","Ceropegia","marronina","Apocynaceae","over","T",2,0,"LC","NT",0,"confident",1300,1,4,4,0,"absent","absent","absent","absent",0.367903253188369,0.250140453762004,0.00755151269216798,0,0.374404780357459,0.0204053008155542,0.0912908459507024,0.44586390515443,0.377000656148071,0.0654392919312427,0,0,0,0.00602431651059716,0.0822260867760937,0.22437289262375,0.362922774034548,0.291823914309031,0.0293960672557365,0.00323394849024313,0,0.00602431651059716,2,2,0.0868994401142377,"over",0.748351845,0.680387458,0.811788929
"Ceropegia microgaster","Ceropegia","microgaster","Apocynaceae","correct","T",0,1,"VU","T",1,"confident",1950,3,7136,12,0,"absent","absent","absent","absent",0.31564505485545,0.354582714476588,0,0,0.329772230667962,0.0266780160694446,0.0686244725692415,0.272204397673879,0.386292289851696,0.246200823835739,0,5.26938264498321e-09,0.0421681891616733,0.0731743171857739,0.0950777448042877,0.201237807834638,0.174361385605916,0.293292877429778,0.108096243799447,0.0125914289091035,0.042168194431056,0.11534251161683,84.4748483277715,3.46410161513775,0,"threatened",0.701984122,0.644409855,0.773699213
"Ceropegia pseudorhynchantha","Ceropegia","pseudorhynchantha","Apocynaceae","over","T",2,0,"NT","NT",0,"confident",1450,4,28675,16,1,"present","absent","absent","present",0.136225662018415,0.730925848763197,0.00538981899333071,0,0.127458670225057,0.0109213984295039,0.0330212452666269,0.69070828965463,0.224961213114241,0.0403878535349979,0.000125605593128527,0.00106559262067002,0.0549612958944224,0.218783731063385,0.233663300926888,0.202872748209191,0.160151087686666,0.0903057942861185,0.0304162867468196,0.00765455697271151,0.056152494108221,0.274936225171605,169.336942218761,4,0.0734153866252212,"over",0.748351845,0.680387458,0.811788929
"Ceropegia recurvata","Ceropegia","recurvata","Apocynaceae","correct","T",0,1,"VU","T",1,"confident",1790,2,16360,14,0,"absent","absent","absent","absent",0.347743915444327,0.444769897139245,0.0195956045512432,0,0.187890582865185,0.0276823117661232,0.112236137052889,0.349532091301375,0.405398104156666,0.105151355722948,0.000400164382628877,0.000589417358662625,0.0439380145681707,0.0629611808626919,0.113092437635322,0.243877849291281,0.220835007297345,0.247425166060862,0.0638952693185135,0.00298549322452234,0.0449275963094622,0.107888777172154,127.906215642556,3.74165738677394,0.139984301088526,"threatened",0.701984122,0.644409855,0.773699213
